Title,Subtitle,Rating,Authors,Series,Volume,Publisher,Release Date,Description,ISBN-10,ISBN-13,Google ID,No. Of Pages,Dimensions,Collections,Subjects,Notes,Cover Image URL,Info URL
Sams Teach Yourself Microsoft SQL Server T-SQL in 10 Minutes,,,Ben Forta,,,Sams,2007-08-12,"Sams Teach Yourself Microsoft SQL Server T-SQL in 10 Minutesoffers straightforward, practical answers when you need fast results. By working through 10-minute lessons, you'll learn everything you need to know to take advantage of Microsoft SQL Server's T-SQL language. This handy pocket guide starts with simple data retrieval and moves on to more complex topics, including the use of joins, subqueries, full text-based searches, functions and stored procedures, cursors, triggers, table constraints, XML, and much more. You'll learn what you need to know methodically, systematically, and simply–in highly focused lessons designed to make you immediately and effortlessly productive. Tips point out shortcuts and solutions Cautions help you avoid common pitfalls Notes explain additional concepts, and provide additional information 10 minutes is all you need to learn how to& Use T-SQL in the Microsoft SQL Server environment Construct complex T-SQL statements using multiple clauses and operators Filter data so you get the information you need quickly Retrieve, sort, and format database contents Join two or more related tables Make SQL Server work for you with globalization and localization Create subqueries to pinpoint your data Automate your workload with triggers Create and alter database tables Work with views, stored procedures, and more Register your book at www.samspublishing.com/register to download examples and source code from this book.",0672328674,9780672328671,1gJAEDNA1fYC,449,13.8x21.0x2.0 cm,,"Client/server computing, Database management, Electronic books, Relational databases, SQL (Computer program language), SQL server, Computers / Database Management / General, Computers / Programming Languages / SQL",,http://bks6.books.google.com/books?id=1gJAEDNA1fYC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=1gJAEDNA1fYC
Sams teach yourself SQL in 10 minutes,,,Ben Forta,,,Sams Publishing,2004-04-10,"""Sams Teach Yourself SQL in 10 Minutes"" has established itself as the gold standard for introductory SQL books, offering a fast-paced accessible tutorial to the major themes and techniques involved in applying the SQL language. Forta's examples are clear and his writing style is crisp and concise. As with earlier editions, this revision includes coverage of current versions of all major commercial SQL platforms. New this time around is coverage of MySQL, and PostgreSQL. All examples have been tested against each SQL platform, with incompatibilities or platform distinctives called out and explained.",0672325675,9780672325670,RGE08zEHRwcC,260,15.7x21.0x1.6 cm,,"Database management, Electronic books, SQL (Computer program language), Computers / Database Management / General, Computers / Programming Languages / SQL, Computers / Desktop Applications / Databases",,http://bks6.books.google.com/books?id=RGE08zEHRwcC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=RGE08zEHRwcC
Simply Visual Basic .NET,,,"Harvey M. Deitel, Paul J. Deitel, Tem R. Nieto",,,Prentice Hall,2003-04-09,"-- Features the Deitels brand new Application-Driven ""TM"" approach.-- Features 3 case studies covering introductions to computer graphics, multimedia and building a 3-tier, Web-based application that interacts with a database.-- Full-color text, code highlighting, syntax coloring, code line numbering and more!This first book in the new Simply Series is a complete, step-by-step tutorial introduction to the fundamentals of Visual Basic .NET programming. Simply Visual Basic. NET combines the Deitel signature Live-Code ""TM"" approach with a new Application-Driven ""TM"" methodology in which readers learn concepts and incorporate programming fundamentals into applications that they build and interact with from the ground up. Learn control structures, data types, arrays, object-oriented programming, exception handling, GUI design, strings, sequential files, random access files and more using the Deitel Live-Code ""TM"" and Application-driven ""TM"" approaches. This comprehensive introduction to Visual Basic .NET also includes an overview section of higher-end topics and three optional case studies that allow students to learn database programming, multimedia and graphics. The Simply Series features full-color text, code highlighting, syntax coloring, code line numbering plus a glossary of key terms, exercises (about half with answers), terminology sections, multi-level index and colorized-UML diagrams (instead of flowcharts).",0131405535,9780131405530,jn2SQgAACAAJ,826,21.6x28.0x3.0 cm,,"BASIC (Computer program language), Microsoft .NET, Microsoft Visual BASIC, Computers / Programming / General, Computers / Programming Languages / Visual BASIC, Computers / Programming Languages / VBScript",,http://bks3.books.google.com/books?id=jn2SQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=jn2SQgAACAAJ
Smart things to know about marketing,,,John L. Mariotti,,,John Wiley & Sons,2001-03-15,The five smartest things to know about marketing at the speed of light in the new economy.,1841120952,9781841120959,WKH8huq7oXEC,372,17.4x20.9x2.7 cm,,"Industrial marketing, Marketing, Smart structures, Business & Economics / Advertising & Promotion, Business & Economics / Marketing / General",,http://bks1.books.google.com/books?id=WKH8huq7oXEC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=WKH8huq7oXEC
Step by step karate skills,,,Dan Bradley,,,Hamlyn,1987-09-18,,060050350X,9780600503507,UY3wGwAACAAJ,127,,,"Karate, Sports & Recreation / Martial Arts & Self-Defense",,,http://books.google.com/books?id=UY3wGwAACAAJ
Stereophonics -- Performance and Cocktails,Guitar TAB Edition,,Stereophonics,,,"Alfred Publishing Co., Inc.",1999-04-19,"Titles are: Roll Up and Shine * The Bartender and the Thief * Hurry Up and Wait * Pick a Part That's New * Just Looking * Half the Lies You Tell Ain't True * I Wouldn't Believe Your Radio * T-Shirt Suntan * Is Yesterday, Tomorrow, Today? * A Minute Longer * She Takes Her Clothes Off * Plastic California * I Stopped to Fill My Car Up.",0711973199,9780711973190,4Jp4RAAACAAJ,,22.4x31.0x30.2 cm,,"Rock music, Music / Musical Instruments / Guitar, Music / Printed Music / General",,http://bks8.books.google.com/books?id=4Jp4RAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=4Jp4RAAACAAJ
Stick Fighting,Techniques of Self-Defense,,"Masaaki Hatsumi, Quintin Chambers",,,Kodansha International,1981-09-15,"Step-by-step instructions and over 300 photographs allow the trainee to follow and learn the techniques with ease. The ideal weapon for self-defense is a stick. To find a comprehensive system of techniques using the stick, we must turn to the East, for systems known to the West have fallen into disuse. In this book, the techniques of Kukishin Ryu-an ancient Japanese method-have been updated and adapted for use today. A thorough grounding in the fundamentals dealt with here will enable you to disarm and control any assailant. CONTENTS Section 1: Basic Movements Section 2: Techniques against First Attack Section 3: Techniques against Foot Attacks Section 4: Techniques against Wrist Holding Section 5: Techniques against Sleeve and Lapel Holding Section 6: Techniques against Seizure from Behind Section 7: Techniques against Stick Holding Section 8: Immobilizations",0870114751,9780870114755,0tHG6ryRJeUC,156,20.8x14.7x1.3 cm,,"Stick fighting, Sports & Recreation / Martial Arts & Self-Defense",,http://bks3.books.google.com/books?id=0tHG6ryRJeUC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=0tHG6ryRJeUC
SWEDISH TEACH YOURSELF (PACK),BOOK AND CD - COMPLETE COURSE,,VERA CROGHAN,,,Teach Yourself Langu,,"From Danish to Spanish, Swahili to Brazilian Portuguese, the languages of the world are brought within the reach of any beginning student. Learners can use the 'Teachyourself language courses' at their own pace or as a supplement to formal courses.",0071451188,9780071451185,GBx4RAAACAAJ,384,,,Foreign Language Study / General,,,http://books.google.com/books?id=GBx4RAAACAAJ
Systems analysis and design,,,"Gary B. Shelly, Thomas J. Cashman, Harry J. Rosenblatt",,,Thomson Course Technology,2006-01-01,"Building on the proven pedagogy of its predecessors, Systems Analysis and Design, Sixth Edition presents a clear introduction to systems analysis and design. Students will find concepts easy-to-understand through the clear writing style and full-color figures that illustrated current technology and trends.",0619255102,9780619255107,hXJGAAAAYAAJ,716,27.6x28.0x1.9 cm,,"System analysis, System design, Computers / Programming / General, Computers / Software Development & Engineering / Systems Analysis & Design, Science / System Theory, Computers / Programming / Systems Analysis & Design",,http://bks6.books.google.com/books?id=hXJGAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=hXJGAAAAYAAJ
Teach yourself C in 24 hours,,,Tony Zhang,,,Sams Pub.,1997-01-01,"""Teach Yourself C in 24 Hours"" provides a complete starter kit for beginning C programmers, focusing on the topics at hand as well as a battery of tools/skills that the reader will need to help him/her reach the next level in programming. The accompanying CD has a C compiler, the author's code, and examples from the book.",0672310686,9780672310683,Z5SxONaYYb4C,468,18.7x23.2x3.0 cm,,"C (Computer program language)/ Programmed instruction, C (Computer program language), Computers / Programming Languages / C",,http://bks6.books.google.com/books?id=Z5SxONaYYb4C&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=Z5SxONaYYb4C
Teach Yourself German Book,,,"Paul Coggle, Heiner Schenke",,,Hodder Education,2007-08-31,"This summary relates to the paperback textbook of the popular German course in the Teach Yourself series. The course is also available in a book + double CD pack (9780340946794) and the CDs are available separately (9780340946800). Teach Yourself German is the course for anyone who wants to progress quickly from the basics to understanding, speaking and writing German with confidence. Although aimed at those with no previous knowledge, it is equally suitable for anyone wishing to brush up existing knowledge or refresh rusty language skills for a holiday or business trip. Key structures and vocabulary are introduced in 25 thematic units progressing from introducing yourself and dealing with everyday situations to using the phone and talking about work. The course covers all structures required for GCSE level and beyond. The emphasis is on communication throughout with important language structures introduced through dialogues on the accompanying recording. There are plenty of exercises to practise the language as it is introduced and tips throughout to help with pronunciation and grammar. Cultural information boxes give useful advice and information for anyone planning a trip to a German-speaking country. The new edition retains the tried-and-tested structure of the lessons but has been updated to reflect societal and technological changes, and the audio has been completely re-recorded.",0340946784,9780340946787,28jKNwAACAAJ,368,12.8x19.9x2.4 cm,,Foreign Language Study / German,,http://bks4.books.google.com/books?id=28jKNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=28jKNwAACAAJ
Teach Yourself Visual Basic,,,Mac Bride,,,McGraw-Hill,2004-07-26,"In its new .net version, Visual Basic can be used to create stand-alone applications, ActiveX applets for Web pages, and libraries of functions that can be retrieved from other programs. Compatible with other languages in Microsoft's Visual Studio set, its programs can share data and functions with programs written in those languages. Teach Yourself Visual Basic uses jargon-free language to help new IT users focus on essential structures and techniques, and then move on to advanced features.",0071444300,9780071444309,gtoCPgAACAAJ,192,12.7x19.6x1.7 cm,,"BASIC (Computer program language), Microsoft .NET, Microsoft Visual BASIC, Computers / General, Computers / Computer Literacy, Computers / Programming Languages / Visual BASIC",,http://bks9.books.google.com/books?id=gtoCPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=gtoCPgAACAAJ
The age of spiritual machines,"how we will live, work and think in the new age of intelligent machines",,Ray Kurzweil,,,Phoenix,1999-01-01,,075380767X,9780753807675,DbPEQgAACAAJ,484,12.8x20.0x3.2 cm,,"Artificial intelligence, Computers, Cybernetics, Information society, Interactive computer systems, Computers / General, Computers / Intelligence (AI) & Semantics",,,http://books.google.com/books?id=DbPEQgAACAAJ
The big sleep and other novels,,,Raymond Chandler,,,Penguin Books,2000-01-01,"Raymond Chandler created the fast - talking, trouble - seeking Californian private eye Philip Marlowe for his first great novel The Big Sleep in 1939. Marlowe's entanglement with the Sternwood family - and an attendant cast of colourful underworld figures - is the background to a story reflecting all the tarnished glitter of the great American Dream. The detective's iconic image burns just as brightly in Farewell, My Lovely, on the trail of a missing nightclub crooner. And the inimitable Marlowe is able to prove that trouble really is his business in Chandler's brilliant epitaph, The Long Good - Bye. 'One of the greatest crime writers, who set standards that others still try to attain.' Sunday Times",014118261X,9780141182612,dyKLQgAACAAJ,659,12.9x20.0x2.6 cm,,"Detective and mystery stories,, American, Marlowe,, Philip (Fictitious character), Private investigators, Fiction / Mystery & Detective / General, Fiction / Political",,,http://books.google.com/books?id=dyKLQgAACAAJ
The C Programming Language,,,"Brian W. Kernighan, Dennis M. Ritchie",,,Prentice Hall,1988-01-01,"The authors present the complete guide to ANSI standard C language programming. Written by the developers of C, this new version helps readers keep up with the finalized ANSI standard for C while showing how to take advantage of C's rich set of operators, economy of expression, improved control flow, and data structures. The 2/E has been completely rewritten with additional examples and problem sets to clarify the implementation of difficult language constructs. For years, C programmers have let K&R guide them to building well-structured and efficient programs. Now this same help is available to those working with ANSI compilers. Includes detailed coverage of the C language plus the official C language reference manual for at-a-glance help with syntax notation, declarations, ANSI changes, scope rules, and the list goes on and on.",0131103628,9780131103627,161QAAAAMAAJ,296,17.8x25.0x1.9 cm,,"C (Computer program language), Computers / Programming / General, Computers / Programming Languages / C",,http://bks4.books.google.com/books?id=161QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=161QAAAAMAAJ
The complete chronicles of Narnia,,,Clive Staples Lewis,,,Collins,2000-01-01,"To commemorate the 50th anniversary of""The Lion, the Witch and the Wardrobe"", all seven titles of ""The Chronicles of Narnia"" are packaged in this deluxe hardcover edition, featuring the original, color illustrations by award-winning illustrator Pauline Baynes.",0007100248,9780007100248,h-HkAAAACAAJ,523,22.0x28.0x29.0 cm,,"Children's stories,, English, Fantasy fiction,, English, Narnia (Imaginary place), Juvenile Fiction / Fantasy & Magic",,http://bks0.books.google.com/books?id=h-HkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=h-HkAAAACAAJ
The David & Charles manual of home plumbing,,,Ernest Hall,,,David & Charles,1992-04-30,,0715300172,9780715300176,LhVpQgAACAAJ,208,,,Plumbing,,,http://books.google.com/books?id=LhVpQgAACAAJ
The dictionary of mythology,"an A-Z of themes, legends and heroes",,James A. Coleman,,,Capella,2008-01-01,,1841934240,9781841934242,-O8SPwAACAAJ,1135,,,Mythology,,,http://books.google.com/books?id=-O8SPwAACAAJ
The dragon reborn,,,Robert Jordan,,,Orbit Books,1992-12-10,,1857230655,9781857230659,TVbCQgAACAAJ,699,,,,,http://bks3.books.google.com/books?id=TVbCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=TVbCQgAACAAJ
The dynamics of mass communication,,,Joseph R. Dominick,,,McGraw-Hill,1993-01-01,,0070178054,9780070178052,HV7IQgAACAAJ,616,21.0x26.0x1.9 cm,,"Mass media, Social Science / Media Studies",,,http://books.google.com/books?id=HV7IQgAACAAJ
The essence of artificial intelligence,,,Alison Cawsey,,,Prentice Hall,1998-01-01,"A concise, practical introduction to artificial intelligence, this title starts with the fundamentals of knowledge representation, inference, expert systems, natural language processing, machine learning, neural networks, agents, robots, and much more. Examples and algorithms are presented throughout, and the book includes a complete glossary.",0135717795,9780135717790,EAsGAsSTCE8C,204,17.8x24.0x1.0 cm,,"Artificial intelligence, Expert systems (Computer science), Computers / Intelligence (AI) & Semantics, Computers / Expert Systems, Computers / Artificial Intelligence",,http://bks6.books.google.com/books?id=EAsGAsSTCE8C&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=EAsGAsSTCE8C
The eye of the world,,,Robert Jordan,,,Orbit,1991-01-01,"The first book in Robert Jordan's internationally bestselling epic fantasy series, The Wheel of Time, now reissued with a stunning new cover design.The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth and even myth is long forgotten when the Age that gave it birth returns again.But one truth yet remains, and what mortal men forget, the Aes Sedai do not . . . What was, what will be, and what is, may yet fall under the Shadow.",1857230760,9781857230765,OQCuQgAACAAJ,814,10.8x18.0x4.3 cm,,"Heroes, Rand al'Thor (Fictitious character), Wheel of Time (Imaginary world), Fiction / Fantasy / Epic",,http://bks1.books.google.com/books?id=OQCuQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=OQCuQgAACAAJ
"The First World War, 1914-18",,,Vyvyen Brendon,,,Hodder & Stoughton,2000-01-01,"Examining the First World War from a European and world perspective, this text evaluates the causes of the war and the aims, strengths, and weaknesses of the major combatants. The war on all fronts is examined in light of recent research, and the experience of the participants is reflected through the primary source materials. The reasons for victory and defeat, and the impact of four years of total war are also analyzed.",0340743034,9780340743034,FUyDGwAACAAJ,153,14.0x21.7x0.9 cm,,"World War,, 1914-1918, History / Military / World War I, History / Study & Teaching",,http://bks4.books.google.com/books?id=FUyDGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=FUyDGwAACAAJ
The fixer,a story from Sarajevo,,Joe Sacco,,,Random House,2004-08-05,"In his remarkable new book Joe Sacco returns to Bosnia, the setting for his first masterpiece, Safe Area Gorazde. In 2001 he went back to Sarajevo to meet up with his old 'fixer', an army veteran called Neven who, for the right price, could arrange anything for the visiting journalist. Sacco gradually realized that Neven's own story - a microcosm of the Balkan conflict itself - might be the most compelling of all. Through Neven, Sacco tells the story of the warlords and gangsters who ran the country during the war, but all the time he - and the reader - never know whether Neven is telling the truth.",0224073826,9780224073820,x92nY5Wzn6wC,114,19.8x26.6x1.1 cm,,"Bosnia and Hercegovina, Yugoslav War,, 1991-1995, Art / Techniques / Cartooning, Humor / Topic / Political, History / Europe / Eastern",,http://bks0.books.google.com/books?id=x92nY5Wzn6wC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=x92nY5Wzn6wC
The great hunt,,,Robert Jordan,,,Orbit,1992-06-25,"The second book in Robert Jordan's internationally bestselling epic fantasy series, The Wheel of Time, now reissued with a stunning new cover design.The Forsaken are loose, the Horn of Valere has been found and the Dead are rising from their dreamless sleep. The Prophecies are being fulfilled - but Rand al' Thor, the shepherd the Aes Sedai have proclaimed as the Dragon Reborn, desperately seeks to escape his destiny.Rand cannot run forever. With every passing day the Dark One grows in strength and strives to shatter his ancient prison, to break the Wheel, to bring an end to Time and sunder the weave of the Pattern. And the Pattern demands the Dragon.",1857230272,9781857230277,31qVQgAACAAJ,707,10.8x18.0x3.9 cm,,"Rand al'Thor (Fictitious character), Fiction / Fantasy / Epic",,http://bks8.books.google.com/books?id=31qVQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=31qVQgAACAAJ
"The hobbit, or, There and back again",,,"John Ronald Reuel Tolkien, Alan Lee",,,HarperCollins,1997-01-01,"Smaug certainly looked fast asleep, when Bilbo peeped once more from the entrance. He was just about to step out on to the floor when he caught a sudden thin and piercing ray of red from under the drooping lid of Smaug's left eye. He was only pretending to sleep! He was watching the tunnel entrance. Whisked away from his comfortable, unambitious life in his hobbit-hole in Bag End by Gandalf the wizard and a company of dwarves, Bilbo Baggins finds himself caught up in a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon. Although quite reluctant to take part in this quest, Bilbo surprises even himself by his resourcefulness and his skill as a burglar! Written for J.R.R. Tolkien's own children, 'The Hobbit' met with instant critical acclaim in 1937.",0261103318,9780261103313,F95sPwAACAAJ,288,19.0x24.8x2.0 cm,,"Fantasy fiction, Middle Earth (Imaginary place), Fiction / Fantasy / General, Fiction / Fantasy / Epic",,,http://books.google.com/books?id=F95sPwAACAAJ
The holy Bible,,,"International Bible Society Staff, Society International Bible",,,Hodder & Stoughton,2005-11-01,"A complete NIV Bible together with DISCOVER THE BIBLE SECTION featuring: * signposts - what the Bible has to say on personal matters of life, death, relationships, emotions * landmarks - direction to well-known and well-loved parts of the Bible * journey plans - a variety of reading guides showing where to start and how to continue * overview and survey of all 66 books of the Bible",0340612568,9780340612569,5JJ5PwAACAAJ,1284,11.1x17.9x5.6 cm,,Bibles / Other Translations / General,,,http://books.google.com/books?id=5JJ5PwAACAAJ
The Hyperion Omnibus,"""Hyperion"", ""The Fall of Hyperion""",,Dan Simmons,,,Gardners Books,2004-12-02,"The Hyperion books are credited with single-handedly reinventing and reinvigorating SF in the 1990s. A broad canvased, hugely imaginative and exciting SF epic, the books draw on the works of Keats and provide a uniquely intelligent and literary approach with cutting edge science, compelling characterisation and edge-of-your-seat excitement.The story is continued in ENDYMION and THE RISE OF ENDYMION, which Gollancz will also be publishing in an omnibus volume.",0575076267,9780575076266,b2ReHAAACAAJ,560,15.2x23.3x4.5 cm,,"Als (fictitious characters),, Fiction, Hyperion (fictitious place),, Fiction, Ousters (fictitious characters),, Fiction, Time Tombs,, Fiction, Wars and battles,, Imaginary, Fiction / Science Fiction / General",,http://bks3.books.google.com/books?id=b2ReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=b2ReHAAACAAJ
The Kaiser and his court,Wilhelm II and the government of Germany,,John C. G. Röhl,,,Cambridge University Press,1996-07-13,"Kaiser Wilhelm II, Queen Victoria’s eldest grandchild, took over the running of the powerful German Reich from Bismarck and within a couple of decades had led it into world war and collapse. How did the Kaiser come to have so much power? Why was there no one to help him steer a less disastrous course? This book analyses these crucial questions with the help of a wealth of new archival sources. The book begins with a character-sketch of the Kaiser which provides new and alarming insights into his personality. It then looks, crucially, at the Kaiser’s friends and favourites, the neo-absolutist culture of the court and of Berlin court society, and at the nature of his relationship with the court on the one hand and with the administrative ‘pyramid’ in Prussia and the Reich on the other. The book makes clear that these bureaucrats and diplomats had neither the means nor the will to oppose the overwhelming determination of the Kaiser and his close friends and advisers in directing the policies of the most dynamic and volatile state in Europe. The dangerous consequences of this situation led to the brink of world war as early as December 1912. A final chapter reveals for the first time the appalling extent and nature of the exiled Kaiser’s anti-semitism.",0521565049,9780521565042,ZMed6H54tDYC,292,15.2x23.0x1.6 cm,,"Germany, Biography & Autobiography / Royalty, History / General, History / Europe / General, History / Europe / Germany, Political Science / General",,http://bks0.books.google.com/books?id=ZMed6H54tDYC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=ZMed6H54tDYC
The longer long tail,how endless choice is creating unlimited demand,,Chris Anderson,,,Random House Business,2009-07-02,"What happens when there is almost unlimited choice? When everything becomes available to everyone? And when the combined value of the millions of items that only sell in small quantities equals or even exceeds the value of a handful of best-sellers? In this ground-breaking book, Chris Anderson shows that the future of business does not lie in hits the high-volume end of a traditional demand curve but in what used to be regarded as misses the endlessly long tail of that same curve. As our world is transformed by the Internet and the near infinite choice it offers consumers, so traditional business models are being overturned and new truths revealed about what consumers want and how they want to get it. Chris Anderson first explored the Long Tail in an article in Wired magazine that has become one of the most influential business essays of our time. Now, in this eagerly anticipated book, he takes a closer look at the new economics of the Internet age, showing where business is going and exploring the huge opportunities that exist: for new producers, new e-tailers, and new tastemakers. He demonstrates how long tail economics apply to industries ranging from the toy business to advertising to kitchen appliances. He sets down the rules for operating in a long tail economy. And he provides a glimpse of a future that s already here.",1847940366,9781847940360,3bN-PwAACAAJ,267,13.0x19.5x1.9 cm,,"Electronic commerce, Market segmentation, Marketing, Business & Economics / Marketing / General, Business & Economics / E-Commerce / General, Social Science / General",,http://bks9.books.google.com/books?id=3bN-PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=3bN-PwAACAAJ
The Manga Bible - Extreme,,,"Siku, Akinsiku",,,Hodder & Stoughton,2007-07-26,"Manga comics, the most popular literary form in Japan and Korea, are the fastest growing genre in British and American publishing. Dynamic, action-based artwork combined with pacy, emotional storytelling in a style particularly popular amongst teens and young adults. Many years in the making, The Manga Bible will be a publishing phenomenon. Artist Siku, one of the UK's hottest comic talents, has brought his distinctive, edgy style to the world's all-time best-selling book. The Manga Bible is a faithful adaptation of the Bible, injected with new energy by Siku's beautiful and dramatic artwork. The Manga Bible - Extreme contains the full Manga adaptation of the Bible and the full text of the Bible itself, using the acclaimed TNIV version. It also has brief extras such as 'Introducing the Bible' and creators' commentary on key scenes. Also available: The Manga Bible - Raw , which also contains the full Manga Bible strip, but without the additional full-text Bible. www.themangabible.com",0340910461,9780340910467,Jy8nAAAACAAJ,1168,17.9x25.8x5.6 cm,,"Bible. English, Bibles / Today's New International Version / General, Comics & Graphic Novels / Manga / Nonfiction, Religion / Christian Theology / General",,http://bks8.books.google.com/books?id=Jy8nAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=Jy8nAAAACAAJ
The neutronium alchemist,,,Peter F. Hamilton,,,Macmillan Publishers Limited,1997-01-01,,0333722442,9780333722442,qiSQPwAACAAJ,999,15.2x23.4x5.6 cm,,"Good and evil, Spirit possession, Fiction / Mystery & Detective / General",,,http://books.google.com/books?id=qiSQPwAACAAJ
The saga of King Hrolf Kraki,,,Jesse L. Byock,,,Penguin Books,1998-01-01,"Composed in medieval Iceland, Hrolf's saga is one of the greatest of all mythic-legendary sagas, relating half-fantastical events that were said to have occurred in fifth-century Denmark. It tells of the exploits of King Hrolf and of his famous champions, including Bodvar Bjarki, the 'bear-warrior': a powerful figure whose might and bear-like nature are inspired by the same legendary heritage as Beowulf. Depicting a world of wizards, sorceresses and 'berserker' fighters - originally members of a cult of Odin - this is a compelling tale of ancient magic. A work of timeless power and beauty, it offers both a treasury of Icelandic prose and a masterful gathering of epic, cultic memory, traditional folk tale and myth from the Viking age and far earlier. This translation by Jesse L. Byock captures the elegant simplicity of the original. His introduction considers the history of the myths and the influence of Christianity upon the saga. This edition also includes a map, genealogical tables and a glossary of proper names.",014043593X,9780140435931,zx_O_WNH_U8C,148,13.2x20.0x1.0 cm,,"Legends, Mythology,, Norse, Old Norse literature, Sagas, Tales, Fiction / General, Fiction / Classics, Literary Criticism / European / German",,http://bks0.books.google.com/books?id=zx_O_WNH_U8C&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=zx_O_WNH_U8C
The Saga of the Volsungs,the Norse epic of Sigurd the Dragon Slayer,,Jesse L. Byock,,,Penguin,2000-01-01,"Based on Viking Age poems, The Saga of the Volsungs combines mythology, legend and sheer human drama. At its heart are the heroic deeds of Sigurd the dragon slayer who acquires runic knowledge from one of Odin's Valkyries. Yet it is also set in a very human world, incorporating oral memories of the fourth and fifth centuries, when Attila the Hun and other warriors fought on the northern frontiers of the Roman empire. An illuminating Introduction links the historical Huns, Burgundians and Goths with the events of this Icelandic saga, whose author claimed that Sigurd's name was 'known in all tongues north of the Greek Ocean, and so it must remain while the world endures'. With its ill-fated Rhinegold, the sword reforged and the magic ring of power, the saga resembles the Nibelungenlied. It has been a primary source for fantasy writers, such as William Morris and J. R. R. Tolkien, and for Richard Wagner's Ring cycle.",0140447385,9780140447385,RwI8rBJLhXUC,304,13.1x20.0x1.2 cm,,"Sagas, Siegfried (Legendary character), Fiction / Classics, Fiction / Fairy Tales,, Folk Tales,, Legends & Mythology, Literary Collections / Ancient,, Classical & Medieval, Literary Criticism / European / German",,http://bks2.books.google.com/books?id=RwI8rBJLhXUC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=RwI8rBJLhXUC
The shadow rising,,,Robert Jordan,,,Orbit,1993-05-05,"The Dark One is reaching out from Shayol Ghul, sending evil to touch Rand, now the Dragon Reborn. The Forsaken are gathering strength and the Shadow is rising, in a fantastic world.",185723121X,9781857231212,t9y2QgAACAAJ,1031,10.8x18.0x4.4 cm,,"Fantasy fiction, Imaginary wars and battles, Rand al'Thor (Fictitious character), Fiction / Fantasy / Epic",,http://bks4.books.google.com/books?id=t9y2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=t9y2QgAACAAJ
The Ultimate Visual Dictionary 1997,,,,,,Dorling Kindersley,1994-01-01,,0751310506,9780751310504,UYrzQwAACAAJ,640,18.2x25.0 cm,,"Picture dictionaries,, English, Foreign Language Study / Multi-Language Dictionaries, Reference / Dictionaries, Reference / Encyclopedias",,,http://books.google.com/books?id=UYrzQwAACAAJ
